,HPO_LABEL,OMIM,HPO,DOID_MAP,EDGES_TO_DOID
2688,Double outlet right ventricle,220210,0001719,6406,0060571
2689,Hypopituitarism,220210,0040075,9406,0060571
2690,Hypospadias,612528,0000047,10892,0111883
2691,Ventricular septal defect,612528,0001629,1657,0111883
2692,Leukopenia,612528,0001882,615,0111883
2693,Anemia,612528,0001903,2355,0111883
2694,Macrocytic anemia,612528,0001972,2361,0111883
2695,Hypospadias,612965,0000047,10892,0111772
2696,Gonadal dysgenesis,612965,0000133,14447,0111772
2697,Hyperpituitarism,612965,0010514,2444,0111772
2698,Hypospadias,129400,0000047,10892,0060330
2699,Cleft palate,129400,0000175,674,0060330
2700,Cleft soft palate,129400,0000185,0110214,0060330
2701,Otitis media,129400,0000388,10754,0060330
2702,Cleft lip,129400,0410030,9296,0060330
2703,Ptosis,129400,0000508,0060260,0060330
2704,Hypohidrosis,129400,0000966,11155,0060330
2705,Ectodermal dysplasia,129400,0000968,2121,0060330
2706,Syndactyly,129400,0001159,11193,0060330
2707,Alopecia,129400,0001596,987,0060330
2708,Tooth agenesis,129400,0009804,0050591,0060330
2709,Hypospadias,236680,0000047,10892,0111355
2710,Hydronephrosis,236680,0000126,11111,0111355
2711,Cleft palate,236680,0000175,674,0111355
2712,Hydrocephalus,236680,0000238,10908,0111355
2713,Cleft lip,236680,0410030,9296,0111355
2714,Microphthalmia,236680,0000568,10629,0111355
2715,Cerebellar hypoplasia,236680,0001321,0070338,0111355
2716,Omphalocele,236680,0001539,0060327,0111355
2717,Polyhydramnios,236680,0001561,8488,0111355
2718,Ventricular septal defect,236680,0001629,1657,0111355
2719,Anencephaly,236680,0002323,0060668,0111355
2720,Tracheal stenosis,236680,0002777,3227,0111355
2721,Polydactyly,236680,0010442,1148,0111355
2722,Ureteropelvic junction obstruction,300896,0000074,0111145,0070265
2723,Microcephaly,300896,0000252,10907,0070265
2724,Hypertension,300896,0000822,10763,0070265
2725,Intellectual disability,300896,0001249,1059,0070265
2726,Cerebellar hypoplasia,300896,0001321,0070338,0070265
2727,Oligohydramnios,300896,0001562,12215,0070265
2728,Ureteral obstruction,300896,0006000,5199,0070265
2729,Vesicoureteral reflux,614080,0000076,9620,0080138
2730,Hydronephrosis,614080,0000126,11111,0080138
2731,Cleft palate,614080,0000175,674,0080138
2732,Amblyopia,614080,0000646,10376,0080138
2733,Congenital diaphragmatic hernia,614080,0000776,3827,0080138
2734,Intellectual disability,614080,0001249,1059,0080138
2735,Polyhydramnios,614080,0001561,8488,0080138
2736,Patent ductus arteriosus,614080,0001643,13832,0080138
2737,Vesicoureteral reflux,113650,0000076,9620,0111423
2739,Renal agenesis,113650,0000104,14766,0111423
2741,Cleft palate,113650,0000175,674,0111423
2743,Cleft soft palate,113650,0000185,0110214,0111423
2745,Goiter,113650,0000853,12176,0111423
2747,Cholesteatoma,113650,0009797,869,0111423
2749,Vesicoureteral reflux,607323,0000076,9620,0060747
2750,Renal hypoplasia,607323,0000089,0080204,0060747
2751,Renal agenesis,607323,0000104,14766,0060747
2752,Hydronephrosis,607323,0000126,11111,0060747
2753,Choanal atresia,607323,0000453,9574,0060747
2754,Strabismus,607323,0000486,540,0060747
2755,Cataract,607323,0000518,83,0060747
2756,Microphthalmia,607323,0000568,10629,0060747
2757,Blepharophimosis,607323,0000581,10348,0060747
2758,Coloboma,607323,0000589,12270,0060747
2759,Syndactyly,607323,0001159,11193,0060747
2760,Ventricular septal defect,607323,0001629,1657,0060747
2761,Spina bifida,607323,0002414,0080016,0060747
2762,Scoliosis,607323,0002650,0060249,0060747
2763,Spina bifida occulta,607323,0003298,0080073,0060747
2764,Polydactyly,607323,0010442,1148,0060747
2765,Neural tube defect,607323,0045005,0080074,0060747
2766,Vesicoureteral reflux,300868,0000076,9620,0080139
2767,Gingival overgrowth,300868,0000212,3086,0080139
2768,Microcephaly,300868,0000252,10907,0080139
2769,Seborrheic dermatitis,300868,0001051,8741,0080139
2770,Cerebellar hypoplasia,300868,0001321,0070338,0080139
2771,Polyhydramnios,300868,0001561,8488,0080139
2772,Ichthyosis,300868,0008064,1697,0080139
2773,Vesicoureteral reflux,612562,0000076,9620,0111878
2774,Cleft palate,612562,0000175,674,0111878
2775,Otitis media,612562,0000388,10754,0111878
2776,Choanal atresia,612562,0000453,9574,0111878
2777,Osteoporosis,612562,0000939,11476,0111878
2778,Polyhydramnios,612562,0001561,8488,0111878
2779,Ventricular septal defect,612562,0001629,1657,0111878
2780,Tetralogy of Fallot,612562,0001636,6419,0111878
2781,Patent ductus arteriosus,612562,0001643,13832,0111878
2782,Neutropenia,612562,0001875,1227,0111878
2783,Anemia,612562,0001903,2355,0111878
2784,Macrocytic anemia,612562,0001972,2361,0111878
2785,Esophagitis,612562,0100633,11963,0111878
2786,Scoliosis,612562,0002650,0060249,0111878
2787,Vesicoureteral reflux,606232,0000076,9620,0080354
2788,Microcephaly,606232,0000252,10907,0080354
2789,Strabismus,606232,0000486,540,0080354
2790,Ptosis,606232,0000508,0060260,0080354
2791,Hypohidrosis,606232,0000966,11155,0080354
2792,Lymphedema,606232,0001004,4977,0080354
2793,Syndactyly,606232,0001159,11193,0080354
2794,Intellectual disability,606232,0001249,1059,0080354
2795,Ventricular septal defect,606232,0001629,1657,0080354
2796,Patent ductus arteriosus,606232,0001643,13832,0080354
2797,Cellulitis,606232,0100658,3488,0080354
2798,Bruxism,606232,0003763,2846,0080354
2799,Vesicoureteral reflux,609053,0000076,9620,0111091
2800,Renal hypoplasia,609053,0000089,0080204,0111091
2801,Microcephaly,609053,0000252,10907,0111091
2802,Astigmatism,609053,0000483,11782,0111091
2803,Myopia,609053,0000545,11830,0111091
2804,Microphthalmia,609053,0000568,10629,0111091
2805,Hypothyroidism,609053,0000821,1459,0111091
2806,Ventricular septal defect,609053,0001629,1657,0111091
2807,Patent foramen ovale,609053,0001655,13620,0111091
2808,Neutropenia,609053,0001875,1227,0111091
2809,Hypopituitarism,609053,0040075,9406,0111091
2810,Renal hypoplasia,614922,0000089,0080204,0111481
2811,Lissencephaly,614922,0001339,0050453,0111481
2812,Cardiomyopathy,614922,0001638,0050700,0111481
2813,Metabolic acidosis,614922,0001942,0050758,0111481
2814,Renal tubular acidosis,614922,0001947,14219,0111481
2815,Lactic acidosis,614922,0003128,3650,0111481
2816,Myopathy,614922,0003198,423,0111481
2817,Renal hypoplasia,600151,0000089,0080204,0110125
2818,Brachydactyly,600151,0001156,0050581,0110125
2819,Intellectual disability,600151,0001249,1059,0110125
2820,Obesity,600151,0001513,9970,0110125
2821,Polydactyly,600151,0010442,1148,0110125
2822,Renal hypoplasia,617926,0000089,0080204,0080289
2823,Cleft lip,617926,0410030,9296,0080289
2824,Tetralogy of Fallot,617926,0001636,6419,0080289
2825,Polydactyly,617926,0010442,1148,0080289
2826,Renal hypoplasia,614083,0000089,0080204,0111082
2827,Cleft palate,614083,0000175,674,0111082
2828,Hydrocephalus,614083,0000238,10908,0111082
2829,Microphthalmia,614083,0000568,10629,0111082
2830,Anemia,614083,0001903,2355,0111082
2831,Esophageal atresia,614083,0002032,10485,0111082
2832,Renal hypoplasia,617666,0000089,0080204,0111407
2833,Renal agenesis,617666,0000104,14766,0111407
2834,Syndactyly,617666,0001159,11193,0111407
2835,Renal hypoplasia,608572,0000089,0080204,0080695
2836,Cleft palate,608572,0000175,674,0080695
2837,Cleft soft palate,608572,0000185,0110214,0080695
2838,Cleft lip,608572,0410030,9296,0080695
2839,Choanal atresia,608572,0000453,9574,0080695
2840,Blepharophimosis,608572,0000581,10348,0080695
2841,Syndactyly,608572,0001159,11193,0080695
2842,Ventricular septal defect,608572,0001629,1657,0080695
2843,Renal hypoplasia,615665,0000089,0080204,0110991
2844,Microphthalmia,615665,0000568,10629,0110991
2845,Coloboma,615665,0000589,12270,0110991
2846,Syndactyly,615665,0001159,11193,0110991
2847,Apraxia,615665,0002186,0060135,0110991
2848,Polydactyly,615665,0010442,1148,0110991
2849,Renal hypoplasia,614377,0000089,0080204,0111121
2850,Nephronophthisis,614377,0000090,12712,0111121
2851,Proteinuria,614377,0000093,576,0111121
2852,Polydactyly,614377,0010442,1148,0111121
2853,Chronic kidney disease,614377,0012622,784,0111121
2854,Renal hypoplasia,236500,0000089,0080204,0080327
2855,Cutis laxa,236500,0000973,3144,0080327
2856,Brachydactyly,236500,0001156,0050581,0080327
2857,Syndactyly,236500,0001159,11193,0080327
2858,Cerebellar hypoplasia,236500,0001321,0070338,0080327
2859,Oligohydramnios,236500,0001562,12215,0080327
2860,Anencephaly,236500,0002323,0060668,0080327
2861,Hydranencephaly,236500,0002324,4626,0080327
2862,Arthrogryposis multiplex congenita,236500,0002804,0080954,0080327
2863,Renal hypoplasia,212780,0000089,0080204,0090015
2864,Renal agenesis,212780,0000104,14766,0090015
2865,Syndactyly,212780,0001159,11193,0090015
2866,Renal hypoplasia,105650,0000089,0080204,0111895
2867,Cleft palate,105650,0000175,674,0111895
2868,Microcephaly,105650,0000252,10907,0111895
2869,Cleft lip,105650,0410030,9296,0111895
2870,Strabismus,105650,0000486,540,0111895
2871,Glaucoma,105650,0000501,1686,0111895
2872,Intellectual disability,105650,0001249,1059,0111895
2873,Ventricular septal defect,105650,0001629,1657,0111895
2874,Congestive heart failure,105650,0001635,6000,0111895
2875,Thrombocytopenia,105650,0001873,1588,0111895
2876,Neutropenia,105650,0001875,1227,0111895
2877,Thrombocytosis,105650,0001894,2228,0111895
2878,Anemia,105650,0001903,2355,0111895
2879,Sarcoma,105650,0100242,1115,0111895
2880,Osteosarcoma,105650,0002669,3347,0111895
2881,Parietal foramina,105650,0002697,0060285,0111895
2882,Colon cancer,105650,0003003,219,0111895
2883,Congenital hypoplastic anemia,105650,0004810,1342,0111895
2884,Primary congenital glaucoma,105650,0008007,0050593,0111895
2885,Renal hypoplasia,181270,0000089,0080204,0111550
2886,Renal agenesis,181270,0000104,14766,0111550
2887,Nephritis,181270,0000123,10952,0111550
2888,Cataract,181270,0000518,83,0111550
2889,Blepharophimosis,181270,0000581,10348,0111550
2890,Coloboma,181270,0000589,12270,0111550
2891,Hypertension,181270,0000822,10763,0111550
2892,Syndactyly,181270,0001159,11193,0111550
2893,Tooth agenesis,181270,0009804,0050591,0111550
2894,Pyelonephritis,181270,0012330,11400,0111550
2895,Renal hypoplasia,616002,0000089,0080204,0111132
2896,Proteinuria,616002,0000093,576,0111132
2897,Focal segmental glomerulosclerosis,616002,0000097,1312,0111132
2898,Nephrotic syndrome,616002,0000100,1184,0111132
2899,Chronic kidney disease,616002,0012622,784,0111132
2900,Renal hypoplasia,243605,0000089,0080204,0110595
2901,Hydronephrosis,243605,0000126,11111,0110595
2902,Cleft palate,243605,0000175,674,0110595
2903,Hydrocephalus,243605,0000238,10908,0110595
2904,Microcephaly,243605,0000252,10907,0110595
2905,Cataract,243605,0000518,83,0110595
2906,Microphthalmia,243605,0000568,10629,0110595
2907,Coloboma,243605,0000589,12270,0110595
2908,Sclerocornea,243605,0000647,0060252,0110595
2909,Peters anomaly,243605,0000659,0060673,0110595
2910,Cerebellar hypoplasia,243605,0001321,0070338,0110595
2911,Duodenal atresia,243605,0002247,0080216,0110595
2912,Myopathy,243605,0003198,423,0110595
2913,Polydactyly,243605,0010442,1148,0110595
2914,Intestinal atresia,243605,0011100,10486,0110595
2915,Nephronophthisis,614845,0000090,12712,0111123
2916,Retinal degeneration,614845,0000546,8466,0111123
2917,Blindness,614845,0000618,1432,0111123
2918,Cerebellar hypoplasia,614845,0001321,0070338,0111123
2919,Obesity,614845,0001513,9970,0111123
2920,Polydactyly,614845,0010442,1148,0111123
2921,Nephronophthisis,609583,0000090,12712,0110999
2922,Cerebellar hypoplasia,609583,0001321,0070338,0110999
2923,Apraxia,609583,0002186,0060135,0110999
2924,Nephronophthisis,617271,0000090,12712,0111127
2925,Chronic kidney disease,617271,0012622,784,0111127
2926,Nephronophthisis,613159,0000090,12712,0111117
2927,Hypertension,613159,0000822,10763,0111117
2928,Intellectual disability,613159,0001249,1059,0111117
2929,Pancreatitis,613159,0001733,4989,0111117
2930,Chronic kidney disease,613159,0012622,784,0111117
2931,Nephronophthisis,616217,0000090,12712,0111126
2932,Cholestasis,616217,0001396,13580,0111126
2933,Chronic kidney disease,616217,0012622,784,0111126
2934,Nephronophthisis,604387,0000090,12712,0111114
2935,Renal fibrosis,604387,0030760,0050855,0111114
2936,Nephronophthisis,615862,0000090,12712,0111125
2937,Hydrocephalus,615862,0000238,10908,0111125
2938,Strabismus,615862,0000486,540,0111125
2939,Intellectual disability,615862,0001249,1059,0111125
2940,Cholestasis,615862,0001396,13580,0111125
2941,Chronic kidney disease,615862,0012622,784,0111125
2942,Retinitis,615862,0032118,3612,0111125
2943,Nephronophthisis,610188,0000090,12712,0111000
2944,Coloboma,610188,0000589,12270,0111000
2945,Blindness,610188,0000618,1432,0111000
2946,Intellectual disability,610188,0001249,1059,0111000
2947,Apraxia,610188,0002186,0060135,0111000
2948,Chronic kidney disease,610188,0012622,784,0111000
2949,Nephronophthisis,256100,0000090,12712,0111112
2950,Hypertension,256100,0000822,10763,0111112
2951,Anemia,256100,0001903,2355,0111112
2952,Chronic kidney disease,256100,0012622,784,0111112
2953,Renal fibrosis,256100,0030760,0050855,0111112
2954,Nephronophthisis,615382,0000090,12712,0111124
2955,Cholestasis,615382,0001396,13580,0111124
2956,Cardiomyopathy,615382,0001638,0050700,0111124
2957,Hypertrophic cardiomyopathy,615382,0001639,11984,0111124
2958,Patent ductus arteriosus,615382,0001643,13832,0111124
2959,Aortic valve stenosis,615382,0001650,1712,0111124
2960,Dextrocardia,615382,0001651,9565,0111124
2961,Nephronophthisis,602088,0000090,12712,0111113
2962,Hypertension,602088,0000822,10763,0111113
2963,Oligohydramnios,602088,0001562,12215,0111113
2964,Dextrocardia,602088,0001651,9565,0111113
2965,Metabolic acidosis,602088,0001942,0050758,0111113
2966,Respiratory failure,602088,0002878,11162,0111113
2967,Chronic kidney disease,602088,0012622,784,0111113
2968,Nephronophthisis,266920,0000090,12712,0110097
2969,Cleft palate,266920,0000175,674,0110097
2970,Cleft soft palate,266920,0000185,0110214,0110097
2971,Microcephaly,266920,0000252,10907,0110097
2972,Craniosynostosis,266920,0001363,2340,0110097
2973,Cholestasis,266920,0001396,13580,0110097
2974,Anemia,266920,0001903,2355,0110097
2975,Chronic kidney disease,266920,0012622,784,0110097
2976,Nephronophthisis,614099,0000090,12712,0080805
2977,Ectodermal dysplasia,614099,0000968,2121,0080805
2978,Cutis laxa,614099,0000973,3144,0080805
2979,Brachydactyly,614099,0001156,0050581,0080805
2980,Syndactyly,614099,0001159,11193,0080805
2981,Craniosynostosis,614099,0001363,2340,0080805
2982,Polydactyly,614099,0010442,1148,0080805
2983,Chronic kidney disease,614099,0012622,784,0080805
2984,Nephronophthisis,613550,0000090,12712,0111118
2985,Strabismus,613550,0000486,540,0111118
2986,Retinal degeneration,613550,0000546,8466,0111118
2987,Anemia,613550,0001903,2355,0111118
2988,Chronic kidney disease,613550,0012622,784,0111118
2989,Nephronophthisis,610688,0000090,12712,0111001
2990,Retinal degeneration,610688,0000546,8466,0111001
2991,Coloboma,610688,0000589,12270,0111001
2992,Blindness,610688,0000618,1432,0111001
2993,Intellectual disability,610688,0001249,1059,0111001
2994,Cerebellar hypoplasia,610688,0001321,0070338,0111001
2995,Apraxia,610688,0002186,0060135,0111001
2996,Chronic kidney disease,610688,0012622,784,0111001
2997,Nephronophthisis,611560,0000090,12712,0111002
2998,Ptosis,611560,0000508,0060260,0111002
2999,Intellectual disability,611560,0001249,1059,0111002
3000,Apraxia,611560,0002186,0060135,0111002
3001,Scoliosis,611560,0002650,0060249,0111002
3002,Polydactyly,611560,0010442,1148,0111002
3003,Nephronophthisis,611498,0000090,12712,0111116
3004,Chronic kidney disease,611498,0012622,784,0111116
3005,Nephronophthisis,608091,0000090,12712,0110988
3006,Hydrocephalus,608091,0000238,10908,0110988
3007,Strabismus,608091,0000486,540,0110988
3008,Esotropia,608091,0000565,9840,0110988
3009,Microphthalmia,608091,0000568,10629,0110988
3010,Coloboma,608091,0000589,12270,0110988
3011,Intellectual disability,608091,0001249,1059,0110988
3012,Apraxia,608091,0002186,0060135,0110988
3013,Polydactyly,608091,0010442,1148,0110988
3014,Nephronophthisis,613824,0000090,12712,0111120
3015,Chronic kidney disease,613824,0012622,784,0111120
3016,Nephronophthisis,614465,0000090,12712,0110985
3017,Coloboma,614465,0000589,12270,0110985
3018,Cerebellar hypoplasia,614465,0001321,0070338,0110985
3019,Apraxia,614465,0002186,0060135,0110985
3020,Polydactyly,614465,0010442,1148,0110985
3021,Nephronophthisis,606966,0000090,12712,0111115
3022,Anemia,606966,0001903,2355,0111115
3023,Chronic kidney disease,606966,0012622,784,0111115
3024,Renal fibrosis,606966,0030760,0050855,0111115
3025,Nephronophthisis,613820,0000090,12712,0111119
3026,Chronic kidney disease,613820,0012622,784,0111119
3027,Nephronophthisis,614464,0000090,12712,0110984
3028,Intellectual disability,614464,0001249,1059,0110984
3029,Apraxia,614464,0002186,0060135,0110984
3030,Polydactyly,614464,0010442,1148,0110984
3031,Nephronophthisis,614844,0000090,12712,0111122
3032,Retinal degeneration,614844,0000546,8466,0111122
3033,Cerebellar hypoplasia,614844,0001321,0070338,0111122
3034,Dextrocardia,614844,0001651,9565,0111122
3035,Nephronophthisis,615630,0000090,12712,0110091
3036,Hydrocephalus,615630,0000238,10908,0110091
3037,Retinal degeneration,615630,0000546,8466,0110091
3038,Brachydactyly,615630,0001156,0050581,0110091
3039,Intellectual disability,615630,0001249,1059,0110091
3040,Cerebellar hypoplasia,615630,0001321,0070338,0110091
3041,Cholestasis,615630,0001396,13580,0110091
3042,Obesity,615630,0001513,9970,0110091
3043,Ventricular septal defect,615630,0001629,1657,0110091
3044,Glucose intolerance,615630,0001952,10603,0110091
3045,Apraxia,615630,0002186,0060135,0110091
3046,Polydactyly,615630,0010442,1148,0110091
3047,Chronic kidney disease,615630,0012622,784,0110091
3048,Nephronophthisis,608629,0000090,12712,0110998
3049,Ptosis,608629,0000508,0060260,0110998
3050,Intellectual disability,608629,0001249,1059,0110998
3051,Cerebellar hypoplasia,608629,0001321,0070338,0110998
3052,Apraxia,608629,0002186,0060135,0110998
3053,Chronic kidney disease,608629,0012622,784,0110998
3054,Proteinuria,603585,0000093,576,0070258
3055,Microcephaly,603585,0000252,10907,0070258
3056,Intellectual disability,603585,0001249,1059,0070258
