,HPO_LABEL,OMIM,HPO,MESH,DOID
3234,Hip dislocation,617729,0002827,D006617,0080245
3235,Hypoalbuminemia,617729,0003073,D034141,0080245
3236,Renal insufficiency,134600,0000083,D051437,0080757
3237,Proteinuria,134600,0000093,D011507,0080757
3238,Muscle weakness,134600,0001324,D018908,0080757
3239,Acidosis,134600,0001941,D000138,0080757
3240,Hypophosphatemia,134600,0002148,D017674,0080757
3241,Rickets,134600,0002748,D012279,0080757
3242,Osteomalacia,134600,0002749,D010018,0080757
3243,Hypokalemia,134600,0002900,D007008,0080757
3244,Glycosuria,134600,0003076,D006029,0080757
3245,Renal insufficiency,618176,0000083,D051437,0080392
3246,Proteinuria,618176,0000093,D011507,0080392
3247,Nephrotic syndrome,618176,0000100,D009404,0080392
3248,Hematuria,618176,0000790,D006417,0080392
3249,Renal insufficiency,266920,0000083,D051437,0110097
3250,Macroglossia,266920,0000158,D008260,0110097
3251,Cleft palate,266920,0000175,D002972,0110097
3252,Cleft soft palate,266920,0000185,C562950,0110097
3253,Microcephaly,266920,0000252,D008831,0110097
3254,Ataxia,266920,0001251,D001259,0110097
3255,Cholestasis,266920,0001396,D002779,0110097
3256,Anemia,266920,0001903,D000740,0110097
3257,Hepatomegaly,266920,0002240,D006529,0110097
3258,Renal insufficiency,613550,0000083,D051437,0111118
3259,Polyuria,613550,0000103,D011141,0111118
3260,Strabismus,613550,0000486,D013285,0111118
3261,Retinal degeneration,613550,0000546,D012162,0111118
3262,Anemia,613550,0001903,D000740,0111118
3263,Polydipsia,613550,0001959,D059606,0111118
3264,Anisocoria,613550,0009916,D015875,0111118
3265,Renal insufficiency,181270,0000083,D051437,0111550
3266,Nephritis,181270,0000123,D009393,0111550
3267,Cataract,181270,0000518,D002386,0111550
3268,Blepharophimosis,181270,0000581,D016569,0111550
3269,Coloboma,181270,0000589,D003103,0111550
3270,Hypertension,181270,0000822,D006973,0111550
3271,Edema,181270,0000969,D004487,0111550
3272,Syndactyly,181270,0001159,D013576,0111550
3273,Pyelonephritis,181270,0012330,D011704,0111550
3274,Renal insufficiency,256300,0000083,D051437,0080390
3275,Proteinuria,256300,0000093,D011507,0080390
3276,Nephrotic syndrome,256300,0000100,D009404,0080390
3277,Hypothyroidism,256300,0000821,D007037,0080390
3278,Edema,256300,0000969,D004487,0080390
3279,Gastroesophageal reflux,256300,0002020,D005764,0080390
3280,Pyloric stenosis,256300,0002021,D011707,0080390
3281,Respiratory insufficiency,256300,0002093,D012131,0080390
3282,Hypoalbuminemia,256300,0003073,D034141,0080390
3283,Hypoproteinemia,256300,0003075,D007019,0080390
3284,Renal insufficiency,615996,0000083,D051437,0110141
3285,Hypogonadism,615996,0000135,D007006,0110141
3286,Intellectual disability,615996,0001249,D008607,0110141
3287,Obesity,615996,0001513,D009765,0110141
3288,Polydactyly,615996,0010442,D017689,0110141
3289,Renal insufficiency,618913,0000083,D051437,0080761
3290,Proteinuria,618913,0000093,D011507,0080761
3291,Hypertension,618913,0000822,D006973,0080761
3292,Acidosis,618913,0001941,D000138,0080761
3293,Emphysema,618913,0002097,D004646,0080761
3294,Hypophosphatemia,618913,0002148,D017674,0080761
3295,Pulmonary fibrosis,618913,0002206,D011658,0080761
3296,Rickets,618913,0002748,D012279,0080761
3297,Genu valgum,618913,0002857,D056304,0080761
3298,Glycosuria,618913,0003076,D006029,0080761
3299,Renal insufficiency,610688,0000083,D051437,0111001
3300,Retinal degeneration,610688,0000546,D012162,0111001
3301,Coloboma,610688,0000589,D003103,0111001
3302,Blindness,610688,0000618,D001766,0111001
3303,Intellectual disability,610688,0001249,D008607,0111001
3304,Ataxia,610688,0001251,D001259,0111001
3305,Cerebellar hypoplasia,610688,0001321,C562568,0111001
3306,Renal insufficiency,613824,0000083,D051437,0111120
3307,Renal insufficiency,615987,0000083,D051437,0110132
3308,Hypogonadism,615987,0000135,D007006,0110132
3309,Obesity,615987,0001513,D009765,0110132
3310,Polydactyly,615987,0010442,D017689,0110132
3311,Renal insufficiency,300653,0000083,D051437,0111933
3312,Intellectual disability,300653,0001249,D008607,0111933
3313,Ataxia,300653,0001251,D001259,0111933
3314,Anemia,300653,0001903,D000740,0111933
3315,Reticulocytosis,300653,0001923,D045262,0111933
3316,Headache,300653,0002315,D006261,0111933
3317,Myoglobinuria,300653,0002913,D009212,0111933
3318,Rhabdomyolysis,300653,0003201,D012206,0111933
3319,Renal insufficiency,276700,0000083,D051437,0050726
3320,Nephrocalcinosis,276700,0000121,D009397,0050726
3321,Failure to thrive,276700,0001508,D005183,0050726
3322,Ascites,276700,0001541,D001201,0050726
3323,Splenomegaly,276700,0001744,D013163,0050726
3324,Acidosis,276700,0001941,D000138,0050726
3325,Hypoglycemia,276700,0001943,D007003,0050726
3326,Hypophosphatemia,276700,0002148,D017674,0050726
3327,Gastrointestinal hemorrhage,276700,0002239,D006471,0050726
3328,Hepatomegaly,276700,0002240,D006529,0050726
3329,Ileus,276700,0002595,D045823,0050726
3330,Rickets,276700,0002748,D012279,0050726
3331,Hypermethioninemia,276700,0003235,C564683,0050726
3332,Paralysis,276700,0003470,D010243,0050726
3333,Intestinal obstruction,276700,0005214,D007415,0050726
3334,Renal insufficiency,615008,0000083,D051437,0080388
3335,Proteinuria,615008,0000093,D011507,0080388
3336,Glomerulonephritis,615008,0000099,D005921,0080388
3337,Nephrotic syndrome,615008,0000100,D009404,0080388
3338,Nephritis,615008,0000123,D009393,0080388
3339,Thrombocytopenia,615008,0001873,D013921,0080388
3340,Anemia,615008,0001903,D000740,0080388
3341,Acute kidney injury,615008,0001919,D058186,0080388
3342,Hemolytic-uremic syndrome,615008,0005575,D006463,0080388
3343,Renal insufficiency,609583,0000083,D051437,0110999
3344,Ataxia,609583,0001251,D001259,0110999
3345,Cerebellar hypoplasia,609583,0001321,C562568,0110999
3346,Renal insufficiency,603278,0000083,D051437,0111128
3347,Proteinuria,603278,0000093,D011507,0111128
3348,Hypertension,603278,0000822,D006973,0111128
3349,Edema,603278,0000969,D004487,0111128
3350,Anemia,603278,0001903,D000740,0111128
3351,Hypoalbuminemia,603278,0003073,D034141,0111128
3352,Renal insufficiency,614378,0000083,D051437,0080806
3353,Ectodermal dysplasia,614378,0000968,D004476,0080806
3354,Cutis laxa,614378,0000973,D003483,0080806
3355,Syndactyly,614378,0001159,D013576,0080806
3356,Pneumonia,614378,0002090,D011014,0080806
3357,Renal insufficiency,614723,0000083,D051437,0060350
3358,Nephrolithiasis,614723,0000787,D053040,0060350
3359,Renal insufficiency,203800,0000083,D051437,0050473
3360,Nephritis,203800,0000123,D009393,0050473
3361,Hypogonadism,203800,0000135,D007006,0050473
3362,Gingivitis,203800,0000230,D005891,0050473
3363,Otitis media,203800,0000388,D010033,0050473
3364,Cataract,203800,0000518,D002386,0050473
3365,Photophobia,203800,0000613,D020795,0050473
3366,Blindness,203800,0000618,D001766,0050473
3367,Gynecomastia,203800,0000771,D006177,0050473
3368,Diabetes mellitus,203800,0000819,D003920,0050473
3369,Hypothyroidism,203800,0000821,D007037,0050473
3370,Hypertension,203800,0000822,D006973,0050473
3371,Goiter,203800,0000853,D006042,0050473
3372,Insulin resistance,203800,0000855,D007333,0050473
3373,Diabetes insipidus,203800,0000873,D003919,0050473
3374,Acanthosis nigricans,203800,0000956,D000052,0050473
3375,Obesity,203800,0001513,D009765,0050473
3376,Alopecia,203800,0001596,D000505,0050473
3377,Glucose intolerance,203800,0001952,D018149,0050473
3378,Pneumonia,203800,0002090,D011014,0050473
3379,Asthma,203800,0002099,D001249,0050473
3380,Hyperuricemia,203800,0002149,D033461,0050473
3381,Hypertriglyceridemia,203800,0002155,D015228,0050473
3382,Azotemia,203800,0002157,D053099,0050473
3383,Hepatomegaly,203800,0002240,D006529,0050473
3384,Hyperostosis,203800,0100774,D015576,0050473
3385,Atherosclerosis,203800,0002621,D050197,0050473
3386,Arteriosclerosis,203800,0002634,D001161,0050473
3387,Scoliosis,203800,0002650,D012600,0050473
3388,Kyphosis,203800,0002808,D007738,0050473
3389,Hyperostosis frontalis interna,203800,0004438,D006957,0050473
3390,Hypopituitarism,203800,0040075,D007018,0050473
3391,Hepatitis,203800,0012115,D006505,0050473
3392,Renal insufficiency,256100,0000083,D051437,0111112
3393,Polyuria,256100,0000103,D011141,0111112
3394,Hypertension,256100,0000822,D006973,0111112
3395,Anemia,256100,0001903,D000740,0111112
3396,Polydipsia,256100,0001959,D059606,0111112
3397,Renal insufficiency,220100,0000083,D051437,9266
3399,Nephrolithiasis,220100,0000787,D053040,9266
3401,Cystinuria,220100,0003131,D003555,9266
3403,Renal insufficiency,615994,0000083,D051437,0110139
3404,Hypogonadism,615994,0000135,D007006,0110139
3405,Retinal degeneration,615994,0000546,D012162,0110139
3406,Brachydactyly,615994,0001156,D059327,0110139
3407,Obesity,615994,0001513,D009765,0110139
3408,Dextrocardia,615994,0001651,D003914,0110139
3409,Polydactyly,615994,0010442,D017689,0110139
3410,Renal insufficiency,616032,0000083,D051437,0111133
3411,Proteinuria,616032,0000093,D011507,0111133
3412,Nephrotic syndrome,616032,0000100,D009404,0111133
3413,Renal insufficiency,606966,0000083,D051437,0111115
3414,Polyuria,606966,0000103,D011141,0111115
3415,Anemia,606966,0001903,D000740,0111115
3416,Polydipsia,606966,0001959,D059606,0111115
3417,Renal insufficiency,615244,0000083,D051437,0080389
3418,Proteinuria,615244,0000093,D011507,0080389
3419,Nephrotic syndrome,615244,0000100,D009404,0080389
3420,Edema,615244,0000969,D004487,0080389
3421,Intellectual disability,615244,0001249,D008607,0080389
3422,Hypoalbuminemia,615244,0003073,D034141,0080389
3423,Renal insufficiency,194080,0000083,D051437,3764
3424,Nephrotic syndrome,194080,0000100,D009404,3764
3425,Gonadal dysgenesis,194080,0000133,D006059,3764
3426,Gonadoblastoma,194080,0000150,D018238,3764
3427,Hypertension,194080,0000822,D006973,3764
3428,Hernia,194080,0100790,D006547,3764
3429,Renal insufficiency,619155,0000083,D051437,0112268
3430,Proteinuria,619155,0000093,D011507,0112268
3431,Nephrotic syndrome,619155,0000100,D009404,0112268
3432,Hematuria,619155,0000790,D006417,0112268
3433,Edema,619155,0000969,D004487,0112268
3434,Hypoproteinemia,619155,0003075,D007019,0112268
3435,Renal insufficiency,616217,0000083,D051437,0111126
3436,Cholestasis,616217,0001396,D002779,0111126
3437,Splenomegaly,616217,0001744,D013163,0111126
3438,Hepatomegaly,616217,0002240,D006529,0111126
3439,Renal insufficiency,614377,0000083,D051437,0111121
3440,Proteinuria,614377,0000093,D011507,0111121
3441,Polydactyly,614377,0010442,D017689,0111121
3442,Renal insufficiency,617730,0000083,D051437,0080246
3443,Proteinuria,617730,0000093,D011507,0080246
3444,Nephrotic syndrome,617730,0000100,D009404,0080246
3445,Microcephaly,617730,0000252,D008831,0080246
3446,Hypertelorism,617730,0000316,D006972,0080246
3447,Cerebellar hypoplasia,617730,0001321,C562568,0080246
3448,Polymicrogyria,617730,0002126,D065706,0080246
3449,Renal insufficiency,249100,0000083,D051437,2987
3450,Nephrotic syndrome,249100,0000100,D009404,2987
3451,Edema,249100,0000969,D004487,2987
3452,Erysipelas,249100,0001055,D004886,2987
3453,Meningitis,249100,0001287,D008581,2987
3454,Arthritis,249100,0001369,D001168,2987
3455,Pericarditis,249100,0001701,D010493,2987
3456,Splenomegaly,249100,0001744,D013163,2987
3457,Fever,249100,0001945,D005334,2987
3458,Leukocytosis,249100,0001974,D007964,2987
3459,Vomiting,249100,0002013,D014839,2987
3460,Diarrhea,249100,0002014,D003967,2987
3461,Constipation,249100,0002019,D003248,2987
3462,Abdominal pain,249100,0002027,D015746,2987
3463,Pleural effusion,249100,0002202,D010996,2987
3464,Hepatomegaly,249100,0002240,D006529,2987
3465,Headache,249100,0002315,D006261,2987
3466,Chest pain,249100,0100749,D002637,2987
3467,Orchitis,249100,0100796,D009920,2987
3468,Peritonitis,249100,0002586,D010538,2987
3469,Arthralgia,249100,0002829,D018771,2987
3470,Myalgia,249100,0003326,D063806,2987
3471,Amyloidosis,249100,0011034,D000686,2987
3472,Serositis,249100,0045073,D012700,2987
3473,Pain,249100,0012531,D010146,2987
3474,Renal insufficiency,617609,0000083,D051437,0080271
3475,Proteinuria,617609,0000093,D011507,0080271
3476,Glomerulonephritis,617609,0000099,D005921,0080271
3477,Nephrotic syndrome,617609,0000100,D009404,0080271
3478,Nephritis,617609,0000123,D009393,0080271
3479,Hypoalbuminemia,617609,0003073,D034141,0080271
3480,Renal insufficiency,614099,0000083,D051437,0080805
3481,Telecanthus,614099,0000506,C562941,0080805
3482,Ectodermal dysplasia,614099,0000968,D004476,0080805
3483,Cutis laxa,614099,0000973,D003483,0080805
3484,Brachydactyly,614099,0001156,D059327,0080805
3485,Syndactyly,614099,0001159,D013576,0080805
3486,Polydactyly,614099,0010442,D017689,0080805
3487,Renal insufficiency,301028,0000083,D051437,0070357
3488,Proteinuria,301028,0000093,D011507,0070357
3489,Nephrotic syndrome,301028,0000100,D009404,0070357
3490,Renal insufficiency,616002,0000083,D051437,0111132
3491,Proteinuria,616002,0000093,D011507,0111132
3492,Nephrotic syndrome,616002,0000100,D009404,0111132
3493,Renal insufficiency,603965,0000083,D051437,0111129
3494,Proteinuria,603965,0000093,D011507,0111129
3495,Nephrotic syndrome,603965,0000100,D009404,0111129
3496,Hypertension,603965,0000822,D006973,0111129
3497,Renal insufficiency,222700,0000083,D051437,0060439
3498,Osteoporosis,222700,0000939,D010024,0060439
3499,Cutis laxa,222700,0000973,D003483,0060439
3500,Coma,222700,0001259,D003128,0060439
3501,Muscle weakness,222700,0001324,D018908,0060439
3502,Failure to thrive,222700,0001508,D005183,0060439
3503,Obesity,222700,0001513,D009765,0060439
3504,Pancreatitis,222700,0001733,D010195,0060439
3505,Splenomegaly,222700,0001744,D013163,0060439
3506,Thrombocytopenia,222700,0001873,D013921,0060439
3507,Leukopenia,222700,0001882,D007970,0060439
3508,Anemia,222700,0001903,D000740,0060439
3509,Acidosis,222700,0001941,D000138,0060439
3510,Hyperammonemia,222700,0001987,D022124,0060439
3511,Vomiting,222700,0002013,D014839,0060439
3512,Diarrhea,222700,0002014,D003967,0060439
3513,Nausea,222700,0002018,D009325,0060439
3514,Respiratory insufficiency,222700,0002093,D012131,0060439
3515,Azotemia,222700,0002157,D053099,0060439
3516,Hepatomegaly,222700,0002240,D006529,0060439
3517,Malnutrition,222700,0004395,D044342,0060439
3518,Renal insufficiency,613610,0000083,D051437,0080804
3519,Cleft palate,613610,0000175,D002972,0080804
3520,Retrognathia,613610,0000278,D063173,0080804
3521,Hypertelorism,613610,0000316,D006972,0080804
3522,Telecanthus,613610,0000506,C562941,0080804
3523,Blepharophimosis,613610,0000581,D016569,0080804
3524,Hypertension,613610,0000822,D006973,0080804
3525,Ectodermal dysplasia,613610,0000968,D004476,0080804
3526,Edema,613610,0000969,D004487,0080804
3527,Cutis laxa,613610,0000973,D003483,0080804
3528,Brachydactyly,613610,0001156,D059327,0080804
3529,Syndactyly,613610,0001159,D013576,0080804
3530,Plagiocephaly,613610,0001357,D059041,0080804
3531,Cholestasis,613610,0001396,D002779,0080804
3532,Polyhydramnios,613610,0001561,D006831,0080804
3533,Splenomegaly,613610,0001744,D013163,0080804
3534,Hydrops fetalis,613610,0001789,D015160,0080804
3535,Acidosis,613610,0001941,D000138,0080804
3536,Hepatomegaly,613610,0002240,D006529,0080804
3537,Hernia,613610,0100790,D006547,0080804
3538,Hyperbilirubinemia,613610,0002904,D006932,0080804
3539,Polydactyly,613610,0010442,D017689,0080804
3540,Cholangitis,613610,0030151,D002761,0080804
3541,Renal insufficiency,616730,0000083,D051437,0080385
3542,Proteinuria,616730,0000093,D011507,0080385
3543,Glomerulonephritis,616730,0000099,D005921,0080385
3544,Nephrotic syndrome,616730,0000100,D009404,0080385
3545,Nephritis,616730,0000123,D009393,0080385
3546,Cleft palate,616730,0000175,D002972,0080385
3547,Cleft lip,616730,0410030,D002971,0080385
3548,Arachnodactyly,616730,0001166,D054119,0080385
3549,Hypoalbuminemia,616730,0003073,D034141,0080385
3550,Hypercholesterolemia,616730,0003124,D006937,0080385
3551,Renal insufficiency,136680,0000083,D051437,0050438
3552,Proteinuria,136680,0000093,D011507,0050438
3553,Nephrotic syndrome,136680,0000100,D009404,0050438
3554,Gonadal dysgenesis,136680,0000133,D006059,0050438
3555,Amenorrhea,136680,0000141,D000568,0050438
3556,Gonadoblastoma,136680,0000150,D018238,0050438
3557,Renal insufficiency,617610,0000083,D051437,0080273
3558,Renal insufficiency,613388,0000083,D051437,0080758
3559,Muscle weakness,613388,0001324,D018908,0080758
3560,Hypophosphatemia,613388,0002148,D017674,0080758
3561,Hypercalciuria,613388,0002150,D053565,0080758
3562,Rickets,613388,0002748,D012279,0080758
3563,Glycosuria,613388,0003076,D006029,0080758
3564,Renal insufficiency,600995,0000083,D051437,0080379
3565,Proteinuria,600995,0000093,D011507,0080379
3566,Nephrotic syndrome,600995,0000100,D009404,0080379
3567,Edema,600995,0000969,D004487,0080379
3568,Hypoalbuminemia,600995,0003073,D034141,0080379
3569,Renal insufficiency,610896,0000083,D051437,0111424
3570,Facial asymmetry,610896,0000324,D005146,0111424
3571,Renal insufficiency,614131,0000083,D051437,0111131
3572,Proteinuria,614131,0000093,D011507,0111131
3573,Nephrotic syndrome,614131,0000100,D009404,0111131
3574,Hematuria,614131,0000790,D006417,0111131
3575,Edema,614131,0000969,D004487,0111131
3576,Hypoalbuminemia,614131,0003073,D034141,0111131
3577,Renal insufficiency,166300,0000083,D051437,0111534
3578,Proteinuria,166300,0000093,D011507,0111534
3579,Hypertension,166300,0000822,D006973,0111534
3580,Osteolysis,166300,0002797,D010014,0111534
3581,Arthralgia,166300,0002829,D018771,0111534
3582,Pain,166300,0012531,D010146,0111534
3583,Renal insufficiency,615862,0000083,D051437,0111125
3584,Hydrocephalus,615862,0000238,D006849,0111125
3585,Strabismus,615862,0000486,D013285,0111125
3586,Intellectual disability,615862,0001249,D008607,0111125
3587,Cholestasis,615862,0001396,D002779,0111125
3588,Retinitis,615862,0032118,D012173,0111125
3589,Renal insufficiency,616892,0000083,D051437,0080387
3590,Nephrotic syndrome,616892,0000100,D009404,0080387
3591,Hematuria,616892,0000790,D006417,0080387
3592,Renal insufficiency,603903,0000083,D051437,10923
3593,Hematuria,603903,0000790,D006417,10923
3594,Hypertension,603903,0000822,D006973,10923
3595,Jaundice,603903,0000952,D007565,10923
