,HPO_LABEL,ORPHA,HPO,DOID_MAP,EDGES_TO_DOID
5945,Cardiomyopathy,324,0001638,0050700,14499
5946,Hypertrophic cardiomyopathy,324,0001639,11984,14499
5947,Atrioventricular block,324,0001678,0050820,14499
5948,Anemia,324,0001903,2355,14499
5949,Achalasia,324,0002571,9164,14499
5950,Proteinuria,1830,0000093,576,0060490
5951,Focal segmental glomerulosclerosis,1830,0000097,1312,0060490
5952,Glomerulonephritis,1830,0000099,2921,0060490
5953,Nephritis,1830,0000123,10952,0060490
5954,Hypertension,1830,0000822,10763,0060490
5955,Congestive heart failure,1830,0001635,6000,0060490
5956,Pancreatitis,1830,0001733,4989,0060490
5957,Thrombocytopenia,1830,0001873,1588,0060490
5958,Neutropenia,1830,0001875,1227,0060490
5959,Lymphopenia,1830,0001888,614,0060490
5960,Anemia,1830,0001903,2355,0060490
5961,Status epilepticus,1830,0002133,1824,0060490
5962,Hemiplegia,1830,0002301,10969,0060490
5963,Aphasia,1830,0002381,0060046,0060490
5964,Atherosclerosis,1830,0002621,1936,0060490
5965,Arteriosclerosis,1830,0002634,2349,0060490
5966,Spondyloepiphyseal dysplasia,1830,0002655,0112280,0060490
5967,Lymphoma,1830,0002665,0060058,0060490
5968,Tooth agenesis,1830,0009804,0050591,0060490
5969,Non-Hodgkin lymphoma,1830,0012539,0060060,0060490
5970,Chronic kidney disease,1830,0012622,784,0060490
5971,Proteinuria,66631,0000093,576,0060337
5972,Nephrotic syndrome,66631,0000100,1184,0060337
5973,Hypogonadism,66631,0000135,1924,0060337
5974,Microcephaly,66631,0000252,10907,0060337
5975,Optic atrophy,66631,0000648,5723,0060337
5976,Intellectual disability,66631,0001249,1059,0060337
5977,Lissencephaly,66631,0001339,0050453,0060337
5978,Congestive heart failure,66631,0001635,6000,0060337
5979,Polymicrogyria,66631,0002126,0080918,0060337
5980,Ichthyosis,66631,0008064,1697,0060337
5981,Proteinuria,220,0000093,576,3764
5982,Nephrotic syndrome,220,0000100,1184,3764
5983,Gonadal dysgenesis,220,0000133,14447,3764
5984,Hypertension,220,0000822,10763,3764
5985,Nephroblastoma,220,0002667,2154,3764
5986,Glomerulonephritis,3261,0000099,2921,6688
5992,Nephritis,3261,0000123,10952,6688
5998,Uveitis,3261,0000554,13141,6688
6004,Thyroid adenoma,3261,0000854,2891,6688
6010,Urticaria,3261,0001025,1555,6688
6016,Arthritis,3261,0001369,848,6688
6022,Hepatocellular carcinoma,3261,0001402,684,6688
6028,Thrombocytopenia,3261,0001873,1588,6688
6034,Neutropenia,3261,0001875,1227,6688
6040,Hemolytic anemia,3261,0001878,583,6688
6046,Lymphopenia,3261,0001888,614,6688
6052,Autoimmune hemolytic anemia,3261,0001890,718,6688
6058,Anemia,3261,0001903,2355,6688
6064,Sarcoma,3261,0100242,1115,6688
6070,Hypersplenism,3261,0001971,6376,6688
6076,Pulmonary fibrosis,3261,0002206,3770,6688
6082,Thyroiditis,3261,0100646,7166,6688
6088,Colitis,3261,0002583,0060180,6688
6094,Vasculitis,3261,0002633,865,6688
6100,Lymphoma,3261,0002665,0060058,6688
6106,Basal cell carcinoma,3261,0002671,2513,6688
6112,Systemic lupus erythematosus,3261,0002725,9074,6688
6118,Gastritis,3261,0005263,4029,6688
6124,Stomatitis,3261,0010280,9637,6688
6130,Fibroma,3261,0010614,0050871,6688
6136,Hepatitis,3261,0012115,2237,6688
6142,B-cell lymphoma,3261,0012191,707,6688
6148,Panniculitis,3261,0012490,1526,6688
6154,Non-Hodgkin lymphoma,3261,0012539,0060060,6688
6160,Burkitt lymphoma,3261,0030080,8584,6688
6166,Glomerulonephritis,37042,0000099,2921,0090110
6167,Nephrotic syndrome,37042,0000100,1184,0090110
6168,Nephritis,37042,0000123,10952,0090110
6169,Diabetes mellitus,37042,0000819,9351,0090110
6170,Hypothyroidism,37042,0000821,1459,0090110
6171,Hyperthyroidism,37042,0000836,7998,0090110
6172,Urticaria,37042,0001025,1555,0090110
6173,Meningitis,37042,0001287,9471,0090110
6174,Alopecia,37042,0001596,987,0090110
6175,Thrombocytopenia,37042,0001873,1588,0090110
6176,Neutropenia,37042,0001875,1227,0090110
6177,Hemolytic anemia,37042,0001878,583,0090110
6178,Autoimmune hemolytic anemia,37042,0001890,718,0090110
6179,Iron deficiency anemia,37042,0001891,11758,0090110
6180,Anemia,37042,0001903,2355,0090110
6181,Hypochromic anemia,37042,0001931,11759,0090110
6182,Glucose intolerance,37042,0001952,10603,0090110
6183,Diarrhea,37042,0002014,13250,0090110
6184,Pneumonia,37042,0002090,552,0090110
6185,Myositis,37042,0100614,633,0090110
6186,Thyroiditis,37042,0100646,7166,0090110
6187,Colitis,37042,0002583,0060180,0090110
6188,Ileus,37042,0002595,8440,0090110
6189,Osteomyelitis,37042,0002754,1019,0090110
6190,Secretory diarrhea,37042,0005208,0050129,0090110
6191,Intestinal obstruction,37042,0005214,8437,0090110
6192,Gastritis,37042,0005263,4029,0090110
6193,Hepatitis,37042,0012115,2237,0090110
6194,Nephrotic syndrome,575,0000100,1184,0050854
6195,Glaucoma,575,0000501,1686,0050854
6196,Conjunctivitis,575,0000509,6195,0050854
6197,Uveitis,575,0000554,13141,0050854
6198,Optic atrophy,575,0000648,5723,0050854
6199,Urticaria,575,0001025,1555,0050854
6200,Arthritis,575,0001369,848,0050854
6201,Anemia,575,0001903,2355,0050854
6202,Vasculitis,575,0002633,865,0050854
6203,Ichthyosis,575,0008064,1697,0050854
6204,Stomatitis,575,0010280,9637,0050854
6205,Amyloidosis,575,0011034,9120,0050854
6206,Nephrotic syndrome,29073,0000100,1184,9538
6207,Anemia,29073,0001903,2355,9538
6208,Hypercalcemia,29073,0003072,12678,9538
6209,Nephrotic syndrome,39041,0000100,1184,0060010
6218,Hypothyroidism,39041,0000821,1459,0060010
6227,Alopecia,39041,0001596,987,0060010
6236,Anemia,39041,0001903,2355,0060010
6245,Diarrhea,39041,0002014,13250,0060010
6254,Pneumonia,39041,0002090,552,0060010
6263,Thyroiditis,39041,0100646,7166,0060010
6272,Lymphoma,39041,0002665,0060058,0060010
6281,Severe combined immunodeficiency,39041,0004430,627,0060010
6290,Combined immunodeficiency,39041,0005387,0111962,0060010
6299,Nephrotic syndrome,60,0000100,1184,13372
6300,Cholestasis,60,0001396,13580,13372
6301,Hepatitis,60,0012115,2237,13372
6302,Renal agenesis,1297,0000104,14766,0050691
6303,Hydronephrosis,1297,0000126,11111,0050691
6304,Cleft lip,1297,0410030,9296,0050691
6305,Strabismus,1297,0000486,540,0050691
6306,Ptosis,1297,0000508,0060260,0050691
6307,Cataract,1297,0000518,83,0050691
6308,Coloboma,1297,0000589,12270,0050691
6309,Hemangioma,1297,0001028,255,0050691
6310,Tooth agenesis,1297,0009804,0050591,0050691
6311,Polydactyly,1297,0010442,1148,0050691
6312,Nephrocalcinosis,93600,0000121,12679,0111672
6313,Nephrolithiasis,93600,0000787,585,0111672
6314,Calcium oxalate nephrolithiasis,93600,0008672,0080652,0111672
6315,Nephrocalcinosis,93598,0000121,12679,0111670
6316,Nephrolithiasis,93598,0000787,585,0111670
6317,Anemia,93598,0001903,2355,0111670
6318,Metabolic acidosis,93598,0001942,0050758,0111670
6319,Atherosclerosis,93598,0002621,1936,0111670
6320,Arteriosclerosis,93598,0002634,2349,0111670
6321,Calcinosis,93598,0003761,182,0111670
6322,Chronic kidney disease,93598,0012622,784,0111670
6323,Nephrocalcinosis,2290,0000121,12679,0060775
6325,Metabolic acidosis,2290,0001942,0050758,0060775
6327,Diarrhea,2290,0002014,13250,0060775
6329,Nephrocalcinosis,428,0000121,12679,0090109
6331,Optic atrophy,428,0000648,5723,0090109
6333,Dystonia,428,0001332,543,0090109
6335,Alopecia,428,0001596,987,0090109
6337,Congestive heart failure,428,0001635,6000,0090109
6339,Hyperphosphatemia,428,0002905,0050459,0090109
6341,Focal dystonia,428,0004373,0050836,0090109
6343,Nephrocalcinosis,797,0000121,12679,11335
6345,Keratitis,797,0000491,4677,11335
6347,Glaucoma,797,0000501,1686,11335
6349,Conjunctivitis,797,0000509,6195,11335
6351,Cataract,797,0000518,83,11335
6353,Uveitis,797,0000554,13141,11335
6355,Blindness,797,0000618,1432,11335
6357,Dacryocystitis,797,0000620,9938,11335
6359,Nephrolithiasis,797,0000787,585,11335
6361,Hypothyroidism,797,0000821,1459,11335
6363,Hyperthyroidism,797,0000836,7998,11335
6365,Diabetes insipidus,797,0000873,9409,11335
6367,Keratoconjunctivitis,797,0001096,9368,11335
6369,Keratoconjunctivitis sicca,797,0001097,12895,11335
6371,Portal hypertension,797,0001409,10762,11335
6373,Alopecia,797,0001596,987,11335
6375,Thrombocytopenia,797,0001873,1588,11335
6377,Hemolytic anemia,797,0001878,583,11335
6379,Leukopenia,797,0001882,615,11335
6381,Anemia,797,0001903,2355,11335
6383,Pneumothorax,797,0002107,1673,11335
6385,Bronchiectasis,797,0002110,9563,11335
6387,Pulmonary fibrosis,797,0002206,3770,11335
6389,Exanthem,797,4000054,0050486,11335
6391,Hypercalcemia,797,0003072,12678,11335
6393,Parotitis,797,0011850,10301,11335
6395,Erythema nodosum,797,0012219,0080750,11335
6397,Nephrocalcinosis,758,0000121,12679,2738
6399,Myopia,758,0000545,11830,2738
6401,Hypothyroidism,758,0000821,1459,2738
6403,Hypertension,758,0000822,10763,2738
6405,Acne,758,0001061,6543,2738
6407,Mitral valve prolapse,758,0001634,988,2738
6409,Cardiomyopathy,758,0001638,0050700,2738
6411,Cardiac arrest,758,0001695,0060319,2738
6413,Restrictive cardiomyopathy,758,0001723,397,2738
6415,Atherosclerosis,758,0002621,1936,2738
6417,Arteriosclerosis,758,0002634,2349,2738
6419,Scoliosis,758,0002650,0060249,2738
6421,Nephrocalcinosis,79500,0000121,12679,0111627
6423,Hydronephrosis,79500,0000126,11111,0111627
6425,Cleft palate,79500,0000175,674,0111627
6427,Gingival overgrowth,79500,0000212,3086,0111627
6429,Microcephaly,79500,0000252,10907,0111627
6431,Strabismus,79500,0000486,540,0111627
6433,Ptosis,79500,0000508,0060260,0111627
6435,Cataract,79500,0000518,83,0111627
6437,Myopia,79500,0000545,11830,0111627
6439,Optic atrophy,79500,0000648,5723,0111627
6441,Hypothyroidism,79500,0000821,1459,0111627
6443,Congenital hypothyroidism,79500,0000851,0050328,0111627
6445,Hemangioma,79500,0001028,255,0111627
6447,Syndactyly,79500,0001159,11193,0111627
6449,Cerebellar hypoplasia,79500,0001321,0070338,0111627
6451,Craniosynostosis,79500,0001363,2340,0111627
6453,Polyhydramnios,79500,0001561,8488,0111627
6455,Double outlet right ventricle,79500,0001719,6406,0111627
6457,Thrombocytosis,79500,0001894,2228,0111627
6459,Pneumonia,79500,0002090,552,0111627
6461,Polymicrogyria,79500,0002126,0080918,0111627
6463,Anencephaly,79500,0002323,0060668,0111627
6465,Spina bifida,79500,0002414,0080016,0111627
6467,Scoliosis,79500,0002650,0060249,0111627
6469,Spina bifida occulta,79500,0003298,0080073,0111627
6471,Capillary hemangioma,79500,0005306,2725,0111627
6473,Congenital nystagmus,79500,0006934,9649,0111627
6475,Aspiration pneumonia,79500,0011951,0050152,0111627
6477,Neural tube defect,79500,0045005,0080074,0111627
6479,Nephrocalcinosis,93599,0000121,12679,0111671
6480,Nephrolithiasis,93599,0000787,585,0111671
6481,Ureteral obstruction,93599,0006000,5199,0111671
6482,Nephrocalcinosis,143,0000121,12679,1540
6483,Nephrolithiasis,143,0000787,585,1540
6484,Hyperparathyroidism,143,0000843,13543,1540
6485,Chondrocalcinosis,143,0000934,1156,1540
6486,Osteoporosis,143,0000939,11476,1540
6487,Pancreatitis,143,0001733,4989,1540
6488,Sarcoma,143,0100242,1115,1540
6489,Constipation,143,0002019,2089,1540
6490,Hypophosphatemia,143,0002148,0050336,1540
6491,Nephroblastoma,143,0002667,2154,1540
6492,Hypercalcemia,143,0003072,12678,1540
6493,Pancreatic adenocarcinoma,143,0006725,4074,1540
6494,Parathyroid carcinoma,143,0006780,1540,1540
6495,Primary hyperparathyroidism,143,0008200,11202,1540
6496,Fibroma,143,0010614,0050871,1540
6497,Lipoma,143,0012032,3315,1540
6498,Nephrocalcinosis,157215,0000121,12679,0050947
6499,Nephrolithiasis,157215,0000787,585,0050947
6500,Hypophosphatemia,157215,0002148,0050336,0050947
6501,Rickets,157215,0002748,10609,0050947
6502,Osteomalacia,157215,0002749,10573,0050947
6503,Nephritis,730,0000123,10952,898
6509,Nephrolithiasis,730,0000787,585,898
6515,Hypertension,730,0000822,10763,898
6521,Mitral valve prolapse,730,0001634,988,898
6527,Pituitary adenoma,730,0002893,3829,898
6533,Aortic aneurysm,730,0004942,3627,898
6539,Polycystic liver disease,730,0006557,0050770,898
6545,Pyelonephritis,730,0012330,11400,898
6551,Chronic kidney disease,730,0012622,784,898
6557,Thoracic aortic aneurysm,730,0012727,14004,898
6563,Nephritis,2036,0000123,10952,0111550
6564,Cataract,2036,0000518,83,0111550
6565,Diabetes mellitus,2036,0000819,9351,0111550
6566,Hypertension,2036,0000822,10763,0111550
6567,Hypohidrosis,2036,0000966,11155,0111550
6568,Glucose intolerance,2036,0001952,10603,0111550
6569,Pyelonephritis,2036,0012330,11400,0111550
6570,Hydronephrosis,873,0000126,11111,0080366
6572,Sarcoma,873,0100242,1115,0080366
6574,Fibrosarcoma,873,0100244,3355,0080366
6576,Intestinal obstruction,873,0005214,8437,0080366
6578,Fibroma,873,0010614,0050871,0080366
6580,Hydronephrosis,3474,0000126,11111,0112152
6581,Cleft palate,3474,0000175,674,0112152
6582,Strabismus,3474,0000486,540,0112152
6583,Ptosis,3474,0000508,0060260,0112152
6584,Coloboma,3474,0000589,12270,0112152
6585,Intellectual disability,3474,0001249,1059,0112152
6586,Ventricular septal defect,3474,0001629,1657,0112152
6587,Tetralogy of Fallot,3474,0001636,6419,0112152
6588,Leukemia,3474,0001909,1240,0112152
6589,Acute leukemia,3474,0002488,12603,0112152
6590,Ichthyosis,3474,0008064,1697,0112152
6591,Tooth agenesis,3474,0009804,0050591,0112152
6592,Hydronephrosis,1826,0000126,11111,0111785
6594,Cleft palate,1826,0000175,674,0111785
6596,Cleft soft palate,1826,0000185,0110214,0111785
6598,Astigmatism,1826,0000483,11782,0111785
6600,Amblyopia,1826,0000646,10376,0111785
6602,Urethral obstruction,1826,0000796,12577,0111785
6604,Intellectual disability,1826,0001249,1059,0111785
6606,Craniosynostosis,1826,0001363,2340,0111785
6608,Spina bifida,1826,0002414,0080016,0111785
6610,Scoliosis,1826,0002650,0060249,0111785
6612,Spina bifida occulta,1826,0003298,0080073,0111785
6614,Ureteral obstruction,1826,0006000,5199,0111785
6616,Tooth agenesis,1826,0009804,0050591,0111785
6618,Neural tube defect,1826,0045005,0080074,0111785
6620,Hydronephrosis,280633,0000126,11111,0080503
6621,Gingival overgrowth,280633,0000212,3086,0080503
6622,Strabismus,280633,0000486,540,0080503
6623,Blepharitis,280633,0000498,9423,0080503
6624,Esotropia,280633,0000565,9840,0080503
6625,Amblyopia,280633,0000646,10376,0080503
6626,Hypertrichosis,280633,0000998,420,0080503
6627,Brachydactyly,280633,0001156,0050581,0080503
6628,Patent ductus arteriosus,280633,0001643,13832,0080503
6629,Patent foramen ovale,280633,0001655,13620,0080503
6630,Pneumonia,280633,0002090,552,0080503
6631,Aortic aneurysm,280633,0004942,3627,0080503
6632,Aspiration pneumonia,280633,0011951,0050152,0080503
6633,Thoracic aortic aneurysm,280633,0012727,14004,0080503
6634,Hydronephrosis,634,0000126,11111,0050474
6635,Acanthosis nigricans,634,0000956,3138,0050474
6636,Urticaria,634,0001025,1555,0050474
6637,Intellectual disability,634,0001249,1059,0050474
6638,Asthma,634,0002099,2841,0050474
6639,Ichthyosis,634,0008064,1697,0050474
6640,Hydronephrosis,140,0000126,11111,0050463
6641,Cleft palate,140,0000175,674,0050463
6642,Laryngomalacia,140,0001601,0080833,0050463
6643,Scoliosis,140,0002650,0060249,0050463
6644,Tracheomalacia,140,0002779,0060313,0050463
6645,Gonadal dysgenesis,243,0000133,14447,14450
6654,Amenorrhea,243,0000141,13938,14450
6663,Microcephaly,243,0000252,10907,14450
6672,Osteoporosis,243,0000939,11476,14450
6681,Pulmonary fibrosis,243,0002206,3770,14450
6690,Hyperpituitarism,243,0010514,2444,14450
6699,Hypogonadism,791,0000135,1924,10584
6781,Glaucoma,791,0000501,1686,10584
6863,Cataract,791,0000518,83,10584
6945,Keratoconus,791,0000563,10126,10584
7027,Ophthalmoplegia,791,0000602,539,10584
7109,Blindness,791,0000618,1432,10584
7191,Optic atrophy,791,0000648,5723,10584
7273,Diabetes mellitus,791,0000819,9351,10584
7355,Intellectual disability,791,0001249,1059,10584
7437,Obesity,791,0001513,9970,10584
7519,Glucose intolerance,791,0001952,10603,10584
7601,Hypogonadism,189439,0000135,1924,0060280
7605,Diabetes mellitus,189439,0000819,9351,0060280
7609,Hypertension,189439,0000822,10763,0060280
7613,Osteoporosis,189439,0000939,11476,0060280
7617,Glucose intolerance,189439,0001952,10603,0060280
7621,Myopathy,189439,0003198,423,0060280
7625,Hypogonadism,2067,0000135,1924,0112249
7626,Amenorrhea,2067,0000141,13938,0112249
7627,Choanal atresia,2067,0000453,9574,0112249
7628,Glaucoma,2067,0000501,1686,0112249
7629,Myopia,2067,0000545,11830,0112249
7630,Keratoconus,2067,0000563,10126,0112249
7631,Optic atrophy,2067,0000648,5723,0112249
7632,Nephrolithiasis,2067,0000787,585,0112249
7633,Oligospermia,2067,0000798,14228,0112249
7634,Hemangioma,2067,0001028,255,0112249
7635,Umbilical hernia,2067,0001537,0060321,0112249
7636,Alopecia,2067,0001596,987,0112249
7637,Atherosclerosis,2067,0002621,1936,0112249
7638,Arteriosclerosis,2067,0002634,2349,0112249
7639,Hypogonadism,231222,0000135,1924,0080772
7640,Diabetes mellitus,231222,0000819,9351,0080772
7641,Hypothyroidism,231222,0000821,1459,0080772
7642,Hypoparathyroidism,231222,0000829,11199,0080772
7643,Osteoporosis,231222,0000939,11476,0080772
7644,Cholelithiasis,231222,0001081,10211,0080772
7645,Cholestasis,231222,0001396,13580,0080772
7646,Hepatocellular carcinoma,231222,0001402,684,0080772
7647,Congestive heart failure,231222,0001635,6000,0080772
7648,Anemia,231222,0001903,2355,0080772
7649,Glucose intolerance,231222,0001952,10603,0080772
7650,Hypogonadism,3464,0000135,1924,0112264
7651,Anodontia,3464,0000674,13714,0112264
7652,Diabetes mellitus,3464,0000819,9351,0112264
7653,Hypothyroidism,3464,0000821,1459,0112264
7654,Intellectual disability,3464,0001249,1059,0112264
7655,Dystonia,3464,0001332,543,0112264
7656,Alopecia,3464,0001596,987,0112264
7657,Glucose intolerance,3464,0001952,10603,0112264
7658,Hypopituitarism,3464,0040075,9406,0112264
7659,Tooth agenesis,3464,0009804,0050591,0112264
7660,Hypogonadism,3463,0000135,1924,10632
7662,Glaucoma,3463,0000501,1686,10632
7664,Ophthalmoplegia,3463,0000602,539,10632
7666,Optic atrophy,3463,0000648,5723,10632
7668,Dementia,3463,0000726,1307,10632
7670,Diabetes mellitus,3463,0000819,9351,10632
7672,Diabetes insipidus,3463,0000873,9409,10632
7674,Intellectual disability,3463,0001249,1059,10632
7676,Cardiomyopathy,3463,0001638,0050700,10632
7678,Anemia,3463,0001903,2355,10632
7680,Glucose intolerance,3463,0001952,10603,10632
7682,Constipation,3463,0002019,2089,10632
7684,Gastric ulcer,3463,0002592,10808,10632
7686,Myopathy,3463,0003198,423,10632
7688,Hypogonadism,2229,0000135,1924,0111584
7689,Ovarian cyst,2229,0000138,5119,0111584
7690,Ptosis,2229,0000508,0060260,0111584
7691,Cardiomyopathy,2229,0001638,0050700,0111584
7692,Dilated cardiomyopathy,2229,0001644,12930,0111584
7693,Hypogonadism,79230,0000135,1924,0111034
7695,Impotence,79230,0000802,1875,0111034
7697,Diabetes mellitus,79230,0000819,9351,0111034
7699,Osteoporosis,79230,0000939,11476,0111034
7701,Cardiomyopathy,79230,0001638,0050700,0111034
7703,Dilated cardiomyopathy,79230,0001644,12930,0111034
7705,Glucose intolerance,79230,0001952,10603,0111034
7707,Arthropathy,79230,0003040,381,0111034
7709,Hypogonadism,1328,0000135,1924,4997
7710,Glaucoma,1328,0000501,1686,4997
7711,Optic atrophy,1328,0000648,5723,4997
7712,Cardiomyopathy,1328,0001638,0050700,4997
7713,Hypertrophic cardiomyopathy,1328,0001639,11984,4997
7714,Leukopenia,1328,0001882,615,4997
7715,Anemia,1328,0001903,2355,4997
7716,Metaphyseal dysplasia,1328,0100255,0080019,4997
