,HPO_LABEL,ORPHA,HPO,MESH,DOID
6872,Urethral obstruction,79403,0000796,D014524,0060733
6874,Pterygium,79403,0001059,D011625,0060733
6876,Polyhydramnios,79403,0001561,D006831,0060733
6878,Intestinal atresia,79403,0011100,D007409,0060733
6880,Urethral stricture,79403,0012227,D014525,0060733
6882,Vesicoureteral reflux,140952,0000076,D014718,0111931
6883,Renal insufficiency,140952,0000083,D051437,0111931
6884,Telecanthus,140952,0000506,C562941,0111931
6885,Myopia,140952,0000545,D009216,0111931
6886,Syndactyly,140952,0001159,D013576,0111931
6887,Syringomyelia,140952,0003396,D013595,0111931
6888,Vesicoureteral reflux,2484,0000076,D014718,0111788
6889,Hydronephrosis,2484,0000126,D006869,0111788
6890,Hypertelorism,2484,0000316,D006972,0111788
6891,Facial asymmetry,2484,0000324,D005146,0111788
6892,Respiratory insufficiency,2484,0002093,D012131,0111788
6893,Hyperostosis,2484,0100774,D015576,0111788
6894,Hernia,2484,0100790,D006547,0111788
6895,Scoliosis,2484,0002650,D012600,0111788
6896,Coxa valga,2484,0002673,D060906,0111788
6897,Osteolysis,2484,0002797,D010014,0111788
6898,Hip dislocation,2484,0002827,D006617,0111788
6899,Vesicoureteral reflux,1475,0000076,D014718,0090006
6900,Renal insufficiency,1475,0000083,D051437,0090006
6901,Strabismus,1475,0000486,D013285,0090006
6902,Myopia,1475,0000545,D009216,0090006
6903,Coloboma,1475,0000589,D003103,0090006
6904,Vesicoureteral reflux,1225,0000076,D014718,0050654
6905,Hydronephrosis,1225,0000126,D006869,0050654
6906,Cleft palate,1225,0000175,D002972,0050654
6907,Hypertelorism,1225,0000316,D006972,0050654
6908,Failure to thrive,1225,0001508,D005183,0050654
6909,Sarcoma,1225,0100242,D012509,0050654
6910,Scoliosis,1225,0002650,D012600,0050654
6911,Lymphoma,1225,0002665,D008223,0050654
6912,Osteosarcoma,1225,0002669,D012516,0050654
6913,Renal insufficiency,730,0000083,D051437,898
6919,Nephritis,730,0000123,D009393,898
6925,Nephrolithiasis,730,0000787,D053040,898
6931,Hematuria,730,0000790,D006417,898
6937,Hypertension,730,0000822,D006973,898
6943,Mitral valve prolapse,730,0001634,D008945,898
6949,Azotemia,730,0002157,D053099,898
6955,Aortic aneurysm,730,0004942,D001014,898
6961,Polycystic liver disease,730,0006557,C536330,898
6967,Pyelonephritis,730,0012330,D011704,898
6973,Pain,730,0012531,D010146,898
6979,Albuminuria,730,0012592,D000419,898
6985,Renal insufficiency,171,0000083,D051437,0060643
6988,Uveitis,171,0000554,D014605,0060643
6991,Depression,171,0000716,D003863,0060643
6994,Diabetes mellitus,171,0000819,D003920,0060643
6997,Osteoporosis,171,0000939,D010024,0060643
7000,Jaundice,171,0000952,D007565,0060643
7003,Edema,171,0000969,D004487,0060643
7006,Pruritus,171,0000989,D011537,0060643
7009,Cholelithiasis,171,0001081,D002769,0060643
7012,Cholestasis,171,0001396,D002779,0060643
7015,Ascites,171,0001541,D001201,0060643
7018,Pancreatitis,171,0001733,D010195,0060643
7021,Splenomegaly,171,0001744,D013163,0060643
7024,Weight loss,171,0001824,D015431,0060643
7027,Fever,171,0001945,D005334,0060643
7030,Glucose intolerance,171,0001952,D018149,0060643
7033,Abdominal pain,171,0002027,D015746,0060643
7036,Pleural effusion,171,0002202,D010996,0060643
7039,Hepatomegaly,171,0002240,D006529,0060643
7042,Thyroiditis,171,0100646,D013966,0060643
7045,Colitis,171,0002583,D003092,0060643
7048,Celiac disease,171,0002608,D002446,0060643
7051,Autoimmunity,171,0002960,D015551,0060643
7054,Hypoalbuminemia,171,0003073,D034141,0060643
7057,Hepatitis,171,0012115,D006505,0060643
7060,Fatigue,171,0012378,D005221,0060643
7063,Pain,171,0012531,D010146,0060643
7066,Cholangiocarcinoma,171,0030153,D018281,0060643
7069,Renal insufficiency,1667,0000083,D051437,0090060
7070,Microcephaly,1667,0000252,D008831,0090060
7071,Strabismus,1667,0000486,D013285,0090060
7072,Diabetes mellitus,1667,0000819,D003920,0090060
7073,Hypothyroidism,1667,0000821,D007037,0090060
7074,Insulin resistance,1667,0000855,D007333,0090060
7075,Jaundice,1667,0000952,D007565,0090060
7076,Intellectual disability,1667,0001249,D008607,0090060
7077,Muscle weakness,1667,0001324,D018908,0090060
7078,Cholestasis,1667,0001396,D002779,0090060
7079,Ascites,1667,0001541,D001201,0090060
7080,Double outlet right ventricle,1667,0001719,D004310,0090060
7081,Exocrine pancreatic insufficiency,1667,0001738,D010188,0090060
7082,Neutropenia,1667,0001875,D009503,0090060
7083,Anemia,1667,0001903,D000740,0090060
7084,Acidosis,1667,0001941,D000138,0090060
7085,Dehydration,1667,0001944,D003681,0090060
7086,Fever,1667,0001945,D005334,0090060
7087,Ketosis,1667,0001946,D007662,0090060
7088,Glucose intolerance,1667,0001952,D018149,0090060
7089,Leukocytosis,1667,0001974,D007964,0090060
7090,Hyperammonemia,1667,0001987,D022124,0090060
7091,Azotemia,1667,0002157,D053099,0090060
7092,Hepatomegaly,1667,0002240,D006529,0090060
7093,Hepatic encephalopathy,1667,0002480,D006501,0090060
7094,Lymphocytosis,1667,0100827,D008218,0090060
7095,Hyponatremia,1667,0002902,D007010,0090060
7096,Hyperbilirubinemia,1667,0002904,D006932,0090060
7097,Hypoalbuminemia,1667,0003073,D034141,0090060
7098,Renal insufficiency,3156,0000083,D051437,0050576
7108,Cataract,3156,0000518,D002386,0050576
7118,Hypertension,3156,0000822,D006973,0050576
7128,Ataxia,3156,0001251,D001259,0050576
7138,Renal insufficiency,526,0000083,D051437,0050477
7141,Hypertension,526,0000822,D006973,0050477
7144,Muscle weakness,526,0001324,D018908,0050477
7147,Constipation,526,0002019,D003248,0050477
7150,Hypokalemia,526,0002900,D007008,0050477
7153,Fatigue,526,0012378,D005221,0050477
7156,Renal insufficiency,3261,0000083,D051437,6688
7162,Glomerulonephritis,3261,0000099,D005921,6688
7168,Nephritis,3261,0000123,D009393,6688
7174,Uveitis,3261,0000554,D014605,6688
7180,Edema,3261,0000969,D004487,6688
7186,Urticaria,3261,0001025,D014581,6688
7192,Arthritis,3261,0001369,D001168,6688
7198,Splenomegaly,3261,0001744,D013163,6688
7204,Hydrops fetalis,3261,0001789,D015160,6688
7210,Thrombocytopenia,3261,0001873,D013921,6688
7216,Neutropenia,3261,0001875,D009503,6688
7222,Eosinophilia,3261,0001880,D004802,6688
7228,Lymphopenia,3261,0001888,D008231,6688
7234,Anemia,3261,0001903,D000740,6688
7240,Reticulocytosis,3261,0001923,D045262,6688
7246,Sarcoma,3261,0100242,D012509,6688
7252,Hypersplenism,3261,0001971,D006971,6688
7258,Leukocytosis,3261,0001974,D007964,6688
7264,Pulmonary fibrosis,3261,0002206,D011658,6688
7270,Hepatomegaly,3261,0002240,D006529,6688
7276,Headache,3261,0002315,D006261,6688
7282,Thyroiditis,3261,0100646,D013966,6688
7288,Lymphocytosis,3261,0100827,D008218,6688
7294,Colitis,3261,0002583,D003092,6688
7300,Vasculitis,3261,0002633,D014657,6688
7306,Lymphoma,3261,0002665,D008223,6688
7312,Lymphadenopathy,3261,0002716,D000072281,6688
7318,Autoimmunity,3261,0002960,D015551,6688
7324,Gastritis,3261,0005263,D005756,6688
7330,T lymphocytopenia,3261,0005403,C536783,6688
7336,Stomatitis,3261,0010280,D013280,6688
7342,Fibroma,3261,0010614,D005350,6688
7348,Hepatitis,3261,0012115,D006505,6688
7354,Panniculitis,3261,0012490,D015434,6688
7360,Burkitt lymphoma,3261,0030080,D002051,6688
7366,Renal insufficiency,797,0000083,D051437,11335
7368,Nephrocalcinosis,797,0000121,D009397,11335
7370,Keratitis,797,0000491,D007634,11335
7372,Glaucoma,797,0000501,D005901,11335
7374,Conjunctivitis,797,0000509,D003231,11335
7376,Cataract,797,0000518,D002386,11335
7378,Uveitis,797,0000554,D014605,11335
7380,Blindness,797,0000618,D001766,11335
7382,Dacryocystitis,797,0000620,D003607,11335
7384,Nephrolithiasis,797,0000787,D053040,11335
7386,Hypothyroidism,797,0000821,D007037,11335
7388,Hyperthyroidism,797,0000836,D006980,11335
7390,Diabetes insipidus,797,0000873,D003919,11335
7392,Edema,797,0000969,D004487,11335
7394,Keratoconjunctivitis,797,0001096,D007637,11335
7396,Keratoconjunctivitis sicca,797,0001097,D007638,11335
7398,Muscle weakness,797,0001324,D018908,11335
7400,Alopecia,797,0001596,D000505,11335
7402,Tachycardia,797,0001649,D013610,11335
7404,Weight loss,797,0001824,D015431,11335
7406,Thrombocytopenia,797,0001873,D013921,11335
7408,Eosinophilia,797,0001880,D004802,11335
7410,Leukopenia,797,0001882,D007970,11335
7412,Anemia,797,0001903,D000740,11335
7414,Fever,797,0001945,D005334,11335
7416,Leukocytosis,797,0001974,D007964,11335
7418,Hypothermia,797,0002045,D007035,11335
7420,Dyspnea,797,0002094,D004417,11335
7422,Emphysema,797,0002097,D004646,11335
7424,Hemoptysis,797,0002105,D006469,11335
7426,Pneumothorax,797,0002107,D011030,11335
7428,Bronchiectasis,797,0002110,D001987,11335
7430,Hypercalciuria,797,0002150,D053565,11335
7432,Pleural effusion,797,0002202,D010996,11335
7434,Pulmonary fibrosis,797,0002206,D011658,11335
7436,Hepatomegaly,797,0002240,D006529,11335
7438,Chest pain,797,0100749,D002637,11335
7440,Lymphocytosis,797,0100827,D008218,11335
7442,Lymphadenopathy,797,0002716,D000072281,11335
7444,Hypercalcemia,797,0003072,D006934,11335
7446,Airway obstruction,797,0006536,D000402,11335
7448,Chylothorax,797,0010310,D002916,11335
7450,Parotitis,797,0011850,D010309,11335
7452,Erythema nodosum,797,0012219,D004893,11335
7454,Fatigue,797,0012378,D005221,11335
7456,Pain,797,0012531,D010146,11335
7458,Heart block,797,0012722,D006327,11335
7460,Cough,797,0012735,D003371,11335
7462,Renal insufficiency,90340,0000083,D051437,0050678
7463,Xerostomia,90340,0000217,D014987,0050678
7464,Keratitis,90340,0000491,D007634,0050678
7465,Glaucoma,90340,0000501,D005901,0050678
7466,Cataract,90340,0000518,D002386,0050678
7467,Uveitis,90340,0000554,D014605,0050678
7468,Photophobia,90340,0000613,D020795,0050678
7469,Hypertension,90340,0000822,D006973,0050678
7470,Edema,90340,0000969,D004487,0050678
7471,Iridocyclitis,90340,0001094,D015863,0050678
7472,Muscle weakness,90340,0001324,D018908,0050678
7473,Pericarditis,90340,0001701,D010493,0050678
7474,Splenomegaly,90340,0001744,D013163,0050678
7475,Anemia,90340,0001903,D000740,0050678
7476,Fever,90340,0001945,D005334,0050678
7477,Pulmonary arterial hypertension,90340,0002092,D000081029,0050678
7478,Dyspnea,90340,0002094,D004417,0050678
7479,Optic neuritis,90340,0100653,D009902,0050678
7480,Synovitis,90340,0100769,D013585,0050678
7481,Vasculitis,90340,0002633,D014657,0050678
7482,Lymphadenopathy,90340,0002716,D000072281,0050678
7483,Arthralgia,90340,0002829,D018771,0050678
7484,Skin ulcer,90340,0200042,D012883,0050678
7485,Aortic aneurysm,90340,0004942,D001014,0050678
7486,Ichthyosis,90340,0008064,D007057,0050678
7487,Erythema,90340,0010783,D004890,0050678
7488,Erythema nodosum,90340,0012219,D004893,0050678
7489,Serositis,90340,0045073,D012700,0050678
7490,Pain,90340,0012531,D010146,0050678
7491,Renal insufficiency,93599,0000083,D051437,0111671
7492,Nephrocalcinosis,93599,0000121,D009397,0111671
7493,Nephrolithiasis,93599,0000787,D053040,0111671
7494,Hyperoxaluria,93599,0003159,D006959,0111671
7495,Ureteral obstruction,93599,0006000,D014517,0111671
7496,Renal insufficiency,244242,0000083,D051437,13133
7500,Proteinuria,244242,0000093,D011507,13133
7504,Edema,244242,0000969,D004487,13133
7508,Cerebral hemorrhage,244242,0001342,D002543,13133
7512,Thrombocytopenia,244242,0001873,D013921,13133
7516,Anemia,244242,0001903,D000740,13133
7520,Acute kidney injury,244242,0001919,D058186,13133
7524,Vomiting,244242,0002013,D014839,13133
7528,Nausea,244242,0002018,D009325,13133
7532,Abdominal pain,244242,0002027,D015746,13133
7536,Pleural effusion,244242,0002202,D010996,13133
7540,Pulmonary edema,244242,0100598,D011654,13133
7544,Eclampsia,244242,0100601,D004461,13133
7548,Preeclampsia,244242,0100602,D011225,13133
7552,Headache,244242,0002315,D006261,13133
7556,Hypotension,244242,0002615,D007022,13133
7560,Back pain,244242,0003418,D001416,13133
7564,Hemoglobinuria,244242,0003641,D006456,13133
7568,Disseminated intravascular coagulation,244242,0005521,D004211,13133
7572,Fatigue,244242,0012378,D005221,13133
7576,Pain,244242,0012531,D010146,13133
7580,Shoulder pain,244242,0030834,D020069,13133
7584,Renal insufficiency,731,0000083,D051437,0110861
7586,Hypertension,731,0000822,D006973,0110861
7588,Jaundice,731,0000952,D007565,0110861
7590,Cholestasis,731,0001396,D002779,0110861
7592,Ascites,731,0001541,D001201,0110861
7594,Oligohydramnios,731,0001562,D016104,0110861
7596,Splenomegaly,731,0001744,D013163,0110861
7598,Thrombocytopenia,731,0001873,D013921,0110861
7600,Acute kidney injury,731,0001919,D058186,0110861
7602,Polydipsia,731,0001959,D059606,0110861
7604,Hypersplenism,731,0001971,D006971,0110861
7606,Pneumonia,731,0002090,D011014,0110861
7608,Respiratory insufficiency,731,0002093,D012131,0110861
7610,Pneumothorax,731,0002107,D011030,0110861
7612,Oliguria,731,0100520,D009846,0110861
7614,Gastrointestinal hemorrhage,731,0002239,D006471,0110861
7616,Hypoventilation,731,0002791,D007040,0110861
7618,Hepatoblastoma,731,0002884,D018197,0110861
7620,Hyponatremia,731,0002902,D007010,0110861
7622,Cholangitis,731,0030151,D002761,0110861
7624,Cholangiocarcinoma,731,0030153,D018281,0110861
7626,Renal insufficiency,510,0000083,D051437,1919
7627,Hematuria,510,0000790,D006417,1919
7628,Intellectual disability,510,0001249,D008607,1919
7629,Arthritis,510,0001369,D001168,1919
7630,Anemia,510,0001903,D000740,1919
7631,Gout,510,0001997,D006073,1919
7632,Hyperuricemia,510,0002149,D033461,1919
7633,Azotemia,510,0002157,D053099,1919
7634,Renal insufficiency,36426,0000083,D051437,0050426
7636,Conjunctivitis,36426,0000509,D003231,0050426
7638,Photophobia,36426,0000613,D020795,0050426
7640,Entropion,36426,0000621,D004774,0050426
7642,Acute coronary syndrome,36426,0033678,D054058,0050426
7644,Myocardial infarction,36426,0001658,D009203,0050426
7646,Pancreatitis,36426,0001733,D010195,0050426
7648,Weight loss,36426,0001824,D015431,0050426
7650,Thrombocytopenia,36426,0001873,D013921,0050426
7652,Anemia,36426,0001903,D000740,0050426
7654,Fever,36426,0001945,D005334,0050426
7656,Alkalosis,36426,0001948,D000471,0050426
7658,Diarrhea,36426,0002014,D003967,0050426
7660,Abdominal pain,36426,0002027,D015746,0050426
7662,Dyspnea,36426,0002094,D004417,0050426
7664,Dysuria,36426,0100518,D053159,0050426
7666,Gastrointestinal hemorrhage,36426,0002239,D006471,0050426
7668,Acantholysis,36426,0100792,D000051,0050426
7670,Sepsis,36426,0100806,D018805,0050426
7672,Esophageal stenosis,36426,0010450,D004940,0050426
7674,Erythema,36426,0010783,D004890,0050426
7676,Fatigue,36426,0012378,D005221,0050426
7678,Pain,36426,0012531,D010146,0050426
7680,Cough,36426,0012735,D003371,0050426
7682,Dyspareunia,36426,0030016,D004414,0050426
7684,Renal insufficiency,223,0000083,D051437,12387
7686,Enuresis,223,0000805,D004775,12387
7688,Diabetes insipidus,223,0000873,D003919,12387
7690,Failure to thrive,223,0001508,D005183,12387
7692,Polyhydramnios,223,0001561,D006831,12387
7694,Dehydration,223,0001944,D003681,12387
7696,Fever,223,0001945,D005334,12387
7698,Polydipsia,223,0001959,D059606,12387
7700,Constipation,223,0002019,D003248,12387
7702,Anorexia,223,0002039,D000855,12387
7704,Hypernatremia,223,0003228,D006955,12387
7706,Hypovolemia,223,0011106,D020896,12387
7708,Renal insufficiency,1306,0000083,D051437,0111536
7709,Strabismus,1306,0000486,D013285,0111536
7710,Hypertension,1306,0000822,D006973,0111536
7711,Edema,1306,0000969,D004487,0111536
7712,Lymphedema,1306,0001004,D008209,0111536
7713,Hemangioma,1306,0001028,D006391,0111536
7714,Syndactyly,1306,0001159,D013576,0111536
7715,Arthritis,1306,0001369,D001168,0111536
7716,Hyperostosis,1306,0100774,D015576,0111536
7717,Arthralgia,1306,0002829,D018771,0111536
7718,Myalgia,1306,0003326,D063806,0111536
7719,Nevus,1306,0003764,D009506,0111536
7720,Osteopoikilosis,1306,0010739,D010023,0111536
7721,Pain,1306,0012531,D010146,0111536
7722,Renal insufficiency,773,0000083,D051437,10582
7724,Anosmia,773,0000458,D000086582,10582
7726,Cataract,773,0000518,D002386,10582
7728,Miosis,773,0000616,D015877,10582
7730,Intellectual disability,773,0001249,D008607,10582
7732,Ataxia,773,0001251,D001259,10582
7734,Splenomegaly,773,0001744,D013163,10582
7736,Respiratory insufficiency,773,0002093,D012131,10582
7738,Ichthyosis,773,0008064,D007057,10582
7740,Heart block,773,0012722,D006327,10582
7742,Renal insufficiency,314652,0000083,D051437,0080929
7743,Spinal cord compression,314652,0002176,D013117,0080929
7744,Amyloidosis,314652,0011034,D000686,0080929
7745,Pain,314652,0012531,D010146,0080929
7746,Shoulder pain,314652,0030834,D020069,0080929
7747,Intestinal perforation,314652,0031368,D007416,0080929
7748,Renal insufficiency,275555,0000083,D051437,10591
7751,Proteinuria,275555,0000093,D011507,10591
7754,Diabetes mellitus,275555,0000819,D003920,10591
7757,Hypertension,275555,0000822,D006973,10591
7760,Thrombocytopenia,275555,0001873,D013921,10591
7763,Acute kidney injury,275555,0001919,D058186,10591
7766,Glucose intolerance,275555,0001952,D018149,10591
7769,Abdominal pain,275555,0002027,D015746,10591
7772,Azotemia,275555,0002157,D053099,10591
7775,Headache,275555,0002315,D006261,10591
7778,Autoimmunity,275555,0002960,D015551,10591
7781,Pain,275555,0012531,D010146,10591
7784,Renal insufficiency,347,0000083,D051437,0050438
7785,Proteinuria,347,0000093,D011507,0050438
7786,Nephrotic syndrome,347,0000100,D009404,0050438
7787,Gonadal dysgenesis,347,0000133,D006059,0050438
7788,Hypogonadism,347,0000135,D007006,0050438
7789,Amenorrhea,347,0000141,D000568,0050438
7790,Gonadoblastoma,347,0000150,D018238,0050438
7791,Hypertension,347,0000822,D006973,0050438
7792,Hyperpituitarism,347,0010514,D006964,0050438
7793,Renal insufficiency,29073,0000083,D051437,9538
7794,Nephrotic syndrome,29073,0000100,D009404,9538
7795,Edema,29073,0000969,D004487,9538
7796,Muscle weakness,29073,0001324,D018908,9538
7797,Splenomegaly,29073,0001744,D013163,9538
7798,Weight loss,29073,0001824,D015431,9538
7799,Anemia,29073,0001903,D000740,9538
7800,Acute kidney injury,29073,0001919,D058186,9538
7801,Azotemia,29073,0002157,D053099,9538
7802,Spinal cord compression,29073,0002176,D013117,9538
7803,Pleural effusion,29073,0002202,D010996,9538
7804,Lymphadenopathy,29073,0002716,D000072281,9538
7805,Hypercalcemia,29073,0003072,D006934,9538
7806,Paresthesia,29073,0003401,D010292,9538
7807,Fatigue,29073,0012378,D005221,9538
7808,Pain,29073,0012531,D010146,9538
7809,Renal insufficiency,93598,0000083,D051437,0111670
7810,Nephrocalcinosis,93598,0000121,D009397,0111670
7811,Nephrolithiasis,93598,0000787,D053040,0111670
7812,Hematuria,93598,0000790,D006417,0111670
7813,Enuresis,93598,0000805,D004775,0111670
7814,Stroke,93598,0001297,D020521,0111670
7815,Failure to thrive,93598,0001508,D005183,0111670
7816,Anemia,93598,0001903,D000740,0111670
7817,Acidosis,93598,0001941,D000138,0111670
7818,Dysuria,93598,0100518,D053159,0111670
7819,Atherosclerosis,93598,0002621,D050197,0111670
7820,Arteriosclerosis,93598,0002634,D001161,0111670
7821,Hyperoxaluria,93598,0003159,D006959,0111670
7822,Calcinosis,93598,0003761,D002114,0111670
7823,Renal insufficiency,2614,0000083,D051437,9467
7824,Proteinuria,2614,0000093,D011507,9467
